PREDSEDNICKIIZBORIodržani13.juna2004.prvikrug,VAR00001,V2,,V3,V4,V5,V6,V7,V8,V9,Ljiljana Aranđelović,Vladan Batić,Ivica Dačić,Milovan Drecun,Dragan Djordjević,Branislav Ivković,Mirko Jović,Jelisaveta Karađorđević,Bogoljub Karić,Dragan Maršićanin,Zoran Milinković,Tomislav Nikolić,Borislav Pelević,Marijan Rističević,Boris Tadić
70459,Vrwa~ka Bawa,10,,958,563,958,395,395,2,393,1,2,14,1,0,1,1,11,36,86,1,136,2,0,101
70467,Gaxin Han,10,,209,84,209,125,125,2,123,0,1,19,1,0,0,2,1,23,14,1,35,1,0,25
70475,Golubac,10,,243,99,243,144,144,1,143,2,1,11,0,2,0,0,1,44,25,0,27,0,1,29
70483,Gorwi Milanovac,10,,234,149,234,85,85,2,83,2,0,5,0,1,0,0,0,5,33,0,21,0,0,16
70491,Despotovac,10,,444,262,445,182,182,3,179,5,0,3,2,0,0,0,3,68,19,0,37,1,0,41
70505,Dimitrovgrad,10,,138,72,138,66,66,2,64,5,4,3,0,0,0,1,0,6,4,1,31,2,0,7
70513,Doqevac,10,,391,206,391,185,185,0,185,0,1,5,0,2,0,0,6,56,13,1,77,1,0,23
70521,@abari,10,,531,353,531,178,178,3,175,2,0,21,0,1,0,0,3,34,21,0,64,1,2,26
70530,@agubica,10,,392,257,392,135,135,5,130,1,0,7,0,0,2,0,2,58,14,1,30,1,0,14
70548,@itora|a,10,,420,194,420,226,226,5,221,1,11,16,1,0,2,0,3,26,26,2,82,6,1,44
70556,Zaje~ar,10,,1605,814,1605,791,791,6,785,1,4,26,1,0,4,0,18,204,126,3,150,6,1,241
70564,Ivawica,10,,228,150,228,78,78,0,78,0,0,2,0,0,0,0,0,6,20,0,38,0,0,12
70572,Kladovo,10,,687,436,687,251,251,13,238,0,0,29,2,0,1,1,8,45,34,0,70,0,0,48
70599,Kni},10,,594,380,594,214,214,1,213,1,0,7,1,0,4,2,3,38,27,0,97,1,0,32
70602,Kwa`evac,10,,768,399,768,369,369,2,367,0,0,11,4,0,2,0,6,59,84,0,109,4,0,88
70629,Kosjeri},10,,163,62,163,101,101,1,100,0,0,12,0,0,0,0,1,10,15,0,22,0,0,40
70637,Koceqeva,10,,329,154,329,175,175,3,172,2,0,5,1,0,0,1,2,15,66,0,43,0,0,37
70645,Kragujevac-grad,10,,1301,583,1303,718,718,4,714,3,4,12,1,0,1,2,12,106,130,3,201,3,2,234
70653,Kraqevo,10,,1441,765,1441,676,675,7,668,0,7,45,4,1,4,0,9,107,122,2,167,3,0,197
70661,Krupaw,10,,455,227,455,228,228,10,218,1,1,12,1,3,4,1,1,19,22,2,131,1,5,14
70670,Kru{evac,10,,1533,681,1533,852,852,9,843,0,4,25,3,3,0,2,18,171,171,0,194,1,1,250
70688,Kur{umlija,10,,422,245,422,177,177,2,175,0,0,2,0,0,1,0,0,38,20,0,99,0,1,14
70696,Ku~evo,10,,214,107,214,107,107,3,104,4,0,25,0,1,0,0,0,8,12,0,32,0,0,22
70700,Lajkovac,10,,162,63,162,99,99,5,94,0,0,2,1,0,0,0,3,7,21,0,40,0,0,20
70718,Lebane,10,,642,393,642,249,249,0,249,1,2,3,3,2,1,0,0,105,21,1,82,0,1,27
70726,Leskovac,10,,623,235,623,388,388,7,381,0,11,13,1,1,7,0,5,114,60,0,88,3,1,77
70734,Loznica,10,,185,78,185,107,107,0,107,0,0,2,0,0,0,0,1,22,17,0,47,2,0,16
70742,Lu~ani,10,,173,63,173,110,110,0,110,6,2,19,2,1,0,0,0,12,6,0,47,0,0,15
70769,Qig,10,,352,143,352,209,209,6,203,3,0,1,1,2,2,0,2,22,94,2,30,1,0,43
70777,Qubovija,10,,255,161,255,94,94,4,90,0,0,15,1,0,1,0,3,3,9,2,41,0,1,14
70785,Majdanpek,10,,505,309,505,196,196,3,193,1,3,7,1,3,0,0,12,48,16,2,37,1,0,62
70793,Mali Zvornik,10,,706,367,706,339,339,8,331,2,5,15,6,0,0,0,3,38,58,0,136,4,1,63
70807,Malo Crni}e,10,,467,235,467,232,232,2,230,2,3,20,2,0,1,2,8,53,12,0,72,0,1,54
70815,Medve|a,10,,115,44,115,71,71,1,70,0,0,11,0,0,1,0,1,16,8,0,24,0,1,8
70823,Mero{ina,10,,487,292,487,195,195,5,190,1,5,52,5,2,0,2,2,22,9,2,72,1,0,15
70831,Mionica,10,,118,58,118,60,60,0,60,0,5,13,2,0,0,1,3,10,15,0,8,0,0,3
70840,Negotin,10,,716,398,716,318,318,3,315,0,0,16,0,0,1,2,5,100,26,0,97,0,0,68
70858,Ni{,10,,1843,924,1843,919,918,2,916,1,5,25,10,2,1,0,15,267,145,1,199,2,1,242
70866,Nova Varo{,10,,233,141,233,92,92,2,90,0,0,3,0,0,0,0,0,3,12,1,26,0,1,44
70874,Novi Pazar,10,,213,138,213,75,75,0,75,1,0,12,0,0,0,0,0,0,6,0,52,0,0,4
70882,Ose~ina,10,,466,254,465,212,212,7,205,1,1,11,1,1,0,0,0,22,37,0,93,0,3,35
70904,Para}in,10,,1012,488,1015,524,523,5,518,7,5,16,3,0,1,0,12,128,68,2,132,4,0,140
70912,Petrovac,10,,553,325,553,228,228,6,222,3,1,26,0,0,2,0,2,59,25,0,53,1,0,50
70939,Pirot,10,,970,531,970,439,439,3,436,1,0,12,8,1,1,0,11,118,49,1,118,2,2,112
70947,Po`arevac,10,,1061,588,1061,473,473,8,465,2,3,44,0,1,1,0,13,108,67,0,161,1,1,63
70955,Po`ega,10,,1253,626,1253,627,627,11,616,3,2,20,7,1,0,0,10,169,105,0,166,2,2,129
70963,Pre{evo,10,,458,287,458,171,171,1,170,1,0,20,3,1,0,0,1,30,17,0,93,0,0,4
70971,Priboj,10,,1117,591,1117,526,526,4,522,2,3,22,2,0,4,0,5,128,54,2,140,1,1,158
70980,Prijepoqe,10,,269,136,269,133,133,0,133,0,1,4,0,0,0,0,0,10,9,1,96,1,0,11
70998,Prokupqe,10,,894,479,895,415,415,2,413,0,2,10,10,1,0,1,3,105,39,0,147,3,1,91
71005,Ra`aw,10,,363,159,363,204,203,0,203,1,0,11,2,1,2,2,0,76,8,1,85,1,3,10
71013,Ra~a,10,,354,205,354,149,149,3,146,1,3,7,0,0,0,0,5,33,29,0,38,2,0,28
71021,Ra{ka,10,,231,112,231,119,119,1,118,0,0,1,1,0,0,1,5,24,16,0,61,2,0,7
71030,Rekovac,10,,381,231,381,150,150,4,146,2,2,2,1,1,1,1,8,12,32,0,31,1,0,52
71048,Jagodina,10,,687,409,687,278,278,2,276,20,2,4,0,2,1,0,1,58,24,1,65,0,2,96
71056,Svilajnac,10,,968,613,968,355,354,3,351,11,2,7,3,1,1,1,16,59,34,1,140,8,3,64
71064,Svrqig,10,,187,109,187,78,78,0,78,0,2,5,2,1,2,2,2,8,9,2,31,1,5,6
71072,Sjenica,10,,151,61,151,90,90,0,90,1,0,0,0,2,0,0,1,0,0,0,0,0,0,86
71099,Smederevo,10,,778,411,778,367,367,5,362,0,1,17,3,0,2,1,8,71,76,2,96,2,1,82
71102,Smederevska Palanka,10,,891,537,892,354,354,4,350,1,2,25,1,0,0,0,8,30,104,0,119,2,0,58
71129,Sokobawa,10,,647,362,647,285,285,3,282,2,0,14,1,1,0,1,3,77,36,3,79,0,0,65
71137,Surdulica,10,,765,358,765,407,407,1,406,0,2,15,11,1,0,0,3,126,72,0,92,1,0,83
71145,U`ice,10,,101,43,101,58,58,3,55,0,0,0,0,0,0,0,1,2,16,0,28,0,0,8
71153,Topola,10,,798,447,798,351,351,7,344,3,9,6,2,2,0,1,16,62,49,2,134,2,0,56
71161,Trgovi{te,10,,309,160,309,149,149,0,149,1,3,21,0,0,0,1,3,3,8,2,100,3,0,4
71170,Trstenik,10,,1334,737,1334,597,597,13,584,1,6,12,4,1,2,4,9,117,106,6,152,8,0,156
71188,Tutin,10,,397,283,397,114,114,0,114,0,0,4,0,0,0,0,0,1,11,0,18,0,0,80
71196,]i}evac,10,,487,248,487,239,239,6,233,4,2,8,0,0,6,5,8,38,12,1,102,3,1,43
71200,]uprija,10,,972,438,972,534,534,8,526,3,9,23,3,1,0,0,12,157,70,0,131,1,0,116
71218,Ub,10,,413,266,413,147,147,7,140,0,3,5,1,0,0,1,3,21,23,0,51,1,2,29
71226,Crna Trava,10,,223,87,223,136,136,2,134,2,0,8,0,0,0,0,0,33,2,0,85,1,1,2
71234,^ajetina,10,,138,51,138,87,87,0,87,0,1,7,0,1,1,0,3,11,23,0,26,0,1,13
71242,^a~ak,10,,1372,606,1372,766,764,10,754,1,4,37,7,0,6,2,13,166,132,0,115,6,0,265
71269,[abac,10,,1259,543,1260,716,716,10,706,6,3,34,2,1,2,0,9,104,103,3,205,1,7,226
71277,Lapovo,10,,660,303,660,357,357,6,351,2,4,28,2,0,4,0,10,81,45,0,122,0,0,53
71285,Ni{ka Bawa,10,,197,157,197,40,40,2,38,2,1,1,1,0,1,1,0,2,10,0,16,1,0,2
80012,Ada,10,,603,328,603,275,275,1,274,1,6,2,1,0,1,4,1,7,10,0,2,0,2,237
80039,Alibunar,10,,722,479,722,243,243,1,242,1,1,4,1,1,4,5,9,49,28,0,86,1,0,52
80047,Apatin,10,,865,480,866,385,385,3,382,0,2,24,2,0,0,0,9,67,37,0,161,1,3,76
80055,Ba~,10,,486,206,486,280,280,1,279,0,1,15,2,1,2,1,6,39,26,0,96,1,1,88
80063,Ba~ka Palanka,10,,1497,653,1498,844,844,7,837,0,0,36,12,0,1,3,20,144,91,0,297,3,1,229
80071,Ba~ka Topola,10,,634,243,634,391,391,7,384,0,10,8,0,0,0,0,4,31,16,0,44,0,4,267
80080,Ba~ki Petrovac,10,,361,179,361,182,182,2,180,0,2,6,2,0,1,3,2,21,15,0,11,0,1,116
80098,Bela Crkva,10,,174,80,174,94,94,0,94,0,0,8,0,0,0,0,1,9,24,0,41,0,3,8
80101,Beo~in,10,,385,185,385,200,200,2,198,0,1,2,5,0,2,0,5,45,20,0,97,1,0,20
80110,Be~ej,10,,956,454,956,502,502,4,498,0,4,6,3,1,1,0,11,58,38,3,89,1,1,282
80128,Vr{ac,10,,1809,894,1809,915,915,10,905,4,5,27,8,1,0,1,14,186,86,0,363,2,3,205
80136,@abaq,10,,571,287,571,284,284,2,282,0,4,7,1,0,0,0,6,58,25,0,128,0,0,53
80144,@iti{te,10,,551,221,551,330,330,4,326,0,2,12,2,0,0,0,4,34,36,2,171,1,0,62
80152,Zrewanin,10,,501,248,501,253,253,5,248,1,3,32,2,1,0,0,5,39,16,3,83,0,1,62
80179,In|ija,10,,1083,534,1082,549,549,10,539,2,1,16,2,0,2,0,10,114,49,2,248,1,3,89
80187,Irig,10,,121,60,120,61,61,2,59,0,0,7,1,0,0,0,1,3,2,2,36,0,2,5
80195,Kawia,10,,533,277,533,256,253,1,252,1,3,2,1,0,1,0,6,11,4,0,8,0,3,212
80209,Kikinda,10,,990,491,990,499,499,12,487,1,0,7,2,0,2,0,9,100,46,0,194,2,1,123
80217,Kova~ica,10,,642,304,642,338,338,1,337,3,2,8,1,1,0,0,4,46,39,3,22,1,1,206
80225,Kovin,10,,1318,780,1318,538,538,9,529,4,3,12,0,1,2,1,12,100,52,3,242,2,3,92
80233,Kula,10,,897,432,897,465,465,8,457,3,1,17,4,0,3,0,20,67,50,1,208,1,1,81
80241,Mali I|o{,10,,489,263,489,226,226,4,222,0,1,0,1,3,0,1,5,9,6,1,10,0,2,183
80250,Nova Crwa,10,,272,135,272,137,137,2,135,1,5,4,0,1,0,2,0,10,3,2,6,0,3,98
80268,Novi Be~ej,10,,834,396,834,438,438,3,435,1,4,7,2,3,1,1,7,90,37,0,109,1,5,167
80276,Novi Kne`evac,10,,302,121,302,181,181,2,179,0,1,2,0,0,0,1,1,21,32,1,29,1,0,90
80284,Novi Sad-grad,10,,2223,1138,2221,1085,1080,11,1069,0,2,13,5,1,0,0,23,216,96,0,528,2,2,181
80292,Opovo,10,,293,110,293,183,183,0,183,0,0,3,0,0,0,0,6,46,17,0,70,1,0,40
80306,Oxaci,10,,862,502,862,360,360,0,360,6,5,6,0,0,1,0,8,22,9,0,56,1,1,245
80314,Pan~evo,10,,1445,1049,1445,396,396,3,393,3,2,5,1,4,0,0,4,96,49,0,170,2,0,57
80322,Pe}inci,10,,439,277,439,162,162,1,161,0,0,11,0,0,0,1,5,31,12,1,80,1,0,19
80349,Plandi{te,10,,474,232,474,242,241,2,239,1,2,10,1,3,3,0,7,52,28,0,67,3,0,62
80357,Ruma,10,,1094,547,1094,547,545,4,541,1,2,25,2,2,0,1,5,122,57,0,204,6,0,114
80365,Senta,10,,900,557,900,343,343,5,338,0,3,3,0,0,1,0,1,10,8,3,8,2,4,295
80373,Se~aw,10,,333,178,333,155,155,2,153,0,1,2,1,0,1,0,3,15,17,0,75,0,1,37
80381,Sombor,10,,106,72,106,34,34,0,34,1,0,1,1,0,0,1,0,3,1,0,23,0,1,2
80390,Srbobran,10,,431,166,431,265,265,2,263,2,2,6,1,0,0,2,7,41,9,3,134,0,1,55
80403,Sremska Mitrovica,10,,1194,680,1194,514,514,6,508,2,2,23,3,1,1,1,15,35,49,1,311,1,2,61
80411,Sremski Karlovci,10,,587,271,587,316,316,3,313,1,4,5,6,0,5,0,5,41,27,0,116,1,1,101
80420,Stara Pazova,10,,847,441,849,406,406,3,403,2,1,3,2,0,2,2,11,78,23,0,171,4,1,103
80438,Subotica,10,,306,143,306,163,163,0,163,1,0,3,0,1,1,0,3,18,22,1,28,0,1,84
80446,Temerin,10,,605,199,605,406,406,10,396,1,0,13,5,0,2,0,8,67,27,1,229,5,0,38
80454,Titel,10,,390,205,390,185,185,1,184,1,0,11,0,0,0,1,5,20,9,1,79,0,1,56
80462,Vrbas,10,,1114,461,1115,653,653,8,645,0,0,40,4,0,4,0,9,123,68,0,226,3,2,166
80489,^oka,10,,379,194,379,185,185,3,182,2,1,4,1,2,2,3,4,22,17,2,28,1,2,91
80497,[id,10,,616,284,617,332,332,2,330,1,2,12,4,2,11,1,11,24,29,1,187,1,13,31
90042,Gwilane,10,,214,150,214,64,64,0,64,0,0,10,1,0,0,0,1,5,15,0,22,0,0,10
90093,Zubin Potok,10,,143,87,143,56,56,0,56,0,0,5,0,1,0,0,0,0,28,0,20,0,0,2
90131,Kosovo Poqe,10,,317,201,317,116,116,2,114,0,0,37,0,0,0,0,2,21,7,0,45,2,0,0
90140,Kosovska Kamenica,10,,174,74,174,100,100,3,97,1,1,7,0,3,1,3,2,4,19,0,32,0,0,24
90158,Leposavi},10,,305,158,305,147,147,2,145,1,1,2,0,0,0,0,2,24,31,0,75,1,0,8
90166,Lipqan,10,,282,177,282,105,105,4,101,1,0,6,0,0,0,0,0,14,11,0,68,0,0,1
90204,Obili},10,,116,77,116,39,39,0,39,0,0,0,0,0,0,0,3,25,1,0,5,4,0,1
90263,Pri{tina,10,,126,79,126,47,47,1,46,0,0,3,0,0,0,0,0,9,3,0,27,0,0,4
90298,Kosovska Mitrovica,10,,1056,704,1056,352,352,2,350,0,0,10,0,0,2,0,0,89,47,0,169,7,0,26
90328,[trpce,10,,243,112,243,131,131,0,131,0,1,4,0,1,0,0,0,43,4,0,61,2,1,14
90352,Zve~an,10,,419,274,419,145,145,0,145,0,0,7,0,0,0,0,1,24,17,0,87,0,0,9
70157,Zemun,100,,1421,727,1422,694,694,16,678,0,0,36,1,0,2,0,14,114,55,0,282,0,1,173
70181,Novi Beograd,100,,1397,697,1397,700,700,9,691,1,1,22,2,0,0,0,16,118,94,0,187,1,0,249
70203,Palilula,100,,859,448,859,411,411,3,408,0,2,9,2,3,0,0,13,66,32,1,191,4,0,85
70360,Vaqevo,100,,176,106,176,70,70,2,68,0,0,12,2,0,1,0,6,6,7,0,25,1,0,8
70432,Vrawe,100,,905,638,905,267,267,4,263,1,0,7,9,3,1,1,2,38,33,0,143,1,1,23
70645,Kragujevac-grad,100,,737,342,737,395,395,3,392,3,6,11,2,0,18,0,2,93,25,0,198,0,0,34
70653,Kraqevo,100,,382,210,382,172,172,3,169,1,1,10,0,0,0,0,9,18,50,0,58,2,0,20
70670,Kru{evac,100,,588,323,588,265,265,7,258,1,1,7,2,1,0,1,4,25,36,2,115,0,3,60
70726,Leskovac,100,,399,138,399,261,260,3,257,1,3,8,1,1,16,0,1,93,10,0,98,0,1,24
70858,Ni{,100,,1694,1077,1696,617,616,5,611,0,3,14,8,2,0,0,10,182,71,0,237,2,0,82
71242,^a~ak,100,,630,246,630,384,384,2,382,2,2,63,1,2,0,1,9,85,70,0,68,0,1,78
71269,[abac,100,,361,223,361,138,138,4,134,2,1,8,1,1,3,1,5,8,38,0,44,0,3,19
80284,Novi Sad-grad,100,,1391,569,1392,822,822,7,815,0,0,10,6,1,1,1,11,115,36,0,569,2,2,61
80438,Subotica,100,,633,381,633,252,252,2,250,1,2,9,0,2,0,0,5,52,12,0,23,0,1,143
70157,Zemun,101,,1631,893,1632,738,738,4,734,0,2,21,1,1,2,0,10,154,68,0,298,3,0,174
70181,Novi Beograd,101,,1915,900,1915,1015,1015,11,1004,1,4,19,2,0,6,0,20,192,149,0,322,4,1,284
70203,Palilula,101,,1024,436,1024,588,588,3,585,0,3,24,0,1,1,7,11,171,32,0,248,1,1,85
70360,Vaqevo,101,,316,183,316,133,133,3,130,0,0,16,0,2,1,2,5,5,23,3,45,1,0,27
70432,Vrawe,101,,156,116,156,40,40,0,40,1,0,4,2,0,0,0,0,8,5,0,16,1,0,3
70645,Kragujevac-grad,101,,668,317,668,351,351,6,345,3,2,19,0,0,1,1,8,53,70,0,104,1,1,82
70653,Kraqevo,101,,113,75,113,38,38,3,35,0,0,2,1,0,0,0,2,1,9,0,13,0,0,7
70670,Kru{evac,101,,158,69,158,89,89,3,86,0,0,5,1,0,0,0,2,3,18,0,32,0,2,23
70726,Leskovac,101,,547,246,547,301,301,1,300,2,1,20,5,1,3,0,0,111,21,3,77,2,2,52
70858,Ni{,101,,1557,939,1557,618,617,2,615,2,1,26,13,1,3,0,12,175,91,1,225,4,0,61
71242,^a~ak,101,,203,101,203,102,102,0,102,0,0,2,1,0,0,0,3,31,21,0,22,1,0,21
71269,[abac,101,,335,165,335,170,170,7,163,1,1,15,0,0,1,1,2,4,40,1,51,1,7,38
80284,Novi Sad-grad,101,,1547,798,1547,749,749,2,747,0,3,10,5,0,0,1,7,124,32,0,479,2,1,83
80438,Subotica,101,,182,130,182,52,52,0,52,1,1,1,1,0,0,0,2,9,7,0,4,0,2,24
70157,Zemun,102,,1907,966,1907,941,941,7,934,0,1,8,2,2,2,1,9,196,84,0,415,5,2,207
70181,Novi Beograd,102,,1589,710,1589,879,879,9,870,0,2,44,3,2,5,2,15,194,127,1,187,2,2,284
70203,Palilula,102,,802,356,802,446,446,3,443,0,0,20,5,1,1,0,7,104,23,2,214,1,1,64
70360,Vaqevo,102,,156,66,156,90,90,0,90,0,0,17,0,0,1,0,2,13,18,0,35,0,0,4
70432,Vrawe,102,,622,361,622,261,261,2,259,0,2,5,1,0,0,1,7,61,22,0,122,5,0,33
70645,Kragujevac-grad,102,,277,179,277,98,98,1,97,1,0,5,0,0,0,0,1,34,14,0,29,0,0,13
70653,Kraqevo,102,,565,342,565,223,223,4,219,2,1,18,3,1,3,1,9,16,43,2,86,0,2,32
70670,Kru{evac,102,,264,131,264,133,133,1,132,1,2,15,0,0,2,0,4,18,33,1,23,0,1,32
70726,Leskovac,102,,281,106,281,175,175,3,172,0,1,15,2,0,3,2,4,64,6,1,55,0,0,19
70858,Ni{,102,,2389,1339,2389,1050,1050,12,1038,1,2,25,17,0,1,0,13,262,98,1,469,10,0,139
71242,^a~ak,102,,317,140,417,177,177,1,176,1,1,9,4,0,0,3,6,40,31,0,36,3,1,41
71269,[abac,102,,317,137,317,180,180,1,179,2,0,16,0,0,2,0,0,8,31,3,75,0,0,42
80284,Novi Sad-grad,102,,1494,677,1511,817,814,4,810,4,2,12,7,0,2,0,13,142,54,0,482,0,1,91
80438,Subotica,102,,320,195,320,125,125,1,124,2,0,5,0,0,1,0,0,32,8,0,11,0,2,63
70157,Zemun,103,,1565,865,1565,700,699,13,686,1,0,13,3,0,1,0,8,117,69,2,325,0,1,146
70181,Novi Beograd,103,,1313,618,1315,695,695,1,694,1,1,23,6,0,0,1,15,124,110,0,149,2,0,262
70203,Palilula,103,,619,448,619,171,170,1,169,0,1,5,0,0,0,1,5,31,26,0,58,0,1,41
70360,Vaqevo,103,,314,189,314,125,125,7,118,1,0,3,0,2,3,3,0,7,16,2,52,0,4,25
70432,Vrawe,103,,458,259,458,199,199,1,198,0,0,5,1,0,3,3,0,22,14,0,136,2,0,12
70645,Kragujevac-grad,103,,171,83,170,88,88,0,88,1,2,5,0,0,0,0,0,19,16,0,20,0,0,25
70653,Kraqevo,103,,248,159,248,89,89,1,88,1,0,7,2,1,4,0,1,8,20,1,25,2,0,16
70670,Kru{evac,103,,615,343,615,272,272,9,263,1,2,8,2,1,2,0,2,35,41,0,92,0,1,76
70726,Leskovac,103,,291,132,291,159,159,7,152,0,0,1,3,1,0,0,1,41,16,0,57,1,0,31
70858,Ni{,103,,1058,618,1059,440,440,3,437,0,3,14,10,1,0,0,3,110,32,0,225,3,1,35
71242,^a~ak,103,,304,174,304,130,130,1,129,0,0,11,0,0,0,0,4,22,32,0,28,4,0,28
71269,[abac,103,,360,201,375,159,159,1,158,0,1,7,0,1,1,1,2,6,22,0,45,0,4,68
80284,Novi Sad-grad,103,,1426,631,1426,795,795,6,789,0,0,15,6,2,2,2,10,129,51,0,447,1,1,123
80438,Subotica,103,,155,106,155,49,49,2,47,0,0,1,0,1,0,2,1,13,4,0,8,0,0,17
70157,Zemun,104,,1513,799,1513,714,714,7,707,1,1,23,2,1,0,0,15,123,96,1,269,1,0,174
70181,Novi Beograd,104,,1452,596,1552,856,856,7,849,0,2,34,3,2,2,2,19,152,138,0,219,0,2,274
70203,Palilula,104,,708,447,708,261,261,4,257,1,1,9,0,0,0,1,6,38,30,0,131,2,0,38
70360,Vaqevo,104,,591,385,591,206,206,4,202,0,1,19,0,1,8,0,4,18,29,1,78,0,2,41
70432,Vrawe,104,,638,402,638,236,236,5,231,1,0,9,1,0,1,0,2,38,7,0,122,7,0,43
70645,Kragujevac-grad,104,,264,175,264,89,89,0,89,1,2,7,0,0,0,0,4,15,18,1,13,1,0,27
70653,Kraqevo,104,,139,57,139,82,82,0,82,0,0,4,0,0,1,0,1,3,25,1,37,3,1,6
70670,Kru{evac,104,,438,263,428,175,175,2,173,0,1,18,2,2,3,0,3,12,48,0,55,0,4,25
70726,Leskovac,104,,773,355,773,418,418,1,417,1,0,41,2,2,0,1,4,67,24,1,154,1,1,118
70858,Ni{,104,,1360,864,1360,496,496,5,491,1,1,17,11,0,1,0,9,143,46,1,211,2,0,48
80284,Novi Sad-grad,104,,1597,820,1597,777,777,7,770,1,2,20,6,1,1,0,12,161,40,2,419,1,4,100
80438,Subotica,104,,885,424,885,461,461,8,453,3,2,11,6,2,0,2,7,108,36,1,93,2,0,180
70157,Zemun,105,,1596,838,1596,758,758,9,749,3,0,12,2,1,0,0,11,170,63,0,353,1,1,132
70181,Novi Beograd,105,,1813,820,1813,993,993,16,977,1,1,48,6,2,2,2,28,199,142,0,208,4,1,333
70203,Palilula,105,,762,513,762,249,249,1,248,0,0,5,0,0,1,1,2,63,39,0,90,0,0,47
70360,Vaqevo,105,,396,220,396,176,176,4,172,0,0,16,0,0,11,0,1,10,34,1,79,0,0,20
70432,Vrawe,105,,189,125,188,64,64,4,60,0,0,3,0,2,0,0,0,7,3,0,37,0,0,8
70645,Kragujevac-grad,105,,229,145,229,84,84,4,80,0,0,3,0,1,0,0,5,19,19,0,11,0,0,22
70653,Kraqevo,105,,122,78,122,44,44,1,43,0,0,5,0,0,2,0,2,7,9,0,13,0,0,5
70670,Kru{evac,105,,100,43,100,57,57,4,53,0,0,0,0,0,3,0,0,8,2,0,20,0,0,20
70726,Leskovac,105,,707,348,707,359,359,13,346,4,1,16,2,4,2,1,3,61,28,2,165,4,0,53
70858,Ni{,105,,1152,746,1152,406,406,7,399,3,5,20,8,3,1,2,5,95,47,0,174,1,0,35
80284,Novi Sad-grad,105,,1570,803,1567,767,767,0,767,0,3,12,3,1,2,1,15,147,55,1,356,2,2,167
80438,Subotica,105,,834,429,834,405,405,8,397,1,7,8,1,2,0,1,14,68,25,0,44,1,3,222
70157,Zemun,106,,988,525,988,463,463,3,460,0,0,5,4,0,0,1,6,83,43,0,250,2,2,64
70181,Novi Beograd,106,,1601,681,1601,920,920,9,911,0,1,40,2,1,2,0,13,138,160,0,204,0,2,348
70203,Palilula,106,,649,427,649,222,222,0,222,0,0,15,0,0,0,1,2,71,25,0,77,2,0,29
70360,Vaqevo,106,,344,206,344,138,138,3,135,1,0,9,0,0,2,0,1,20,21,3,67,1,1,9
70432,Vrawe,106,,140,96,140,44,44,1,43,0,4,3,0,0,1,0,0,3,6,2,24,0,0,0
70645,Kragujevac-grad,106,,268,167,268,101,101,3,98,0,0,5,0,0,1,0,5,10,27,0,7,3,0,40
70653,Kraqevo,106,,169,121,169,48,48,0,48,1,1,3,0,0,0,0,0,6,9,0,27,1,0,0
70670,Kru{evac,106,,835,512,836,323,322,1,321,3,2,13,9,1,2,0,5,38,75,3,89,3,5,73
70726,Leskovac,106,,375,173,375,202,202,7,195,0,0,21,6,1,15,1,1,38,25,1,54,2,4,26
70858,Ni{,106,,588,298,588,290,290,2,288,3,1,14,1,1,2,0,3,57,36,0,123,2,2,43
80284,Novi Sad-grad,106,,1484,668,1484,816,815,7,808,1,0,15,3,0,0,0,9,123,33,0,365,2,1,256
80438,Subotica,106,,948,491,948,457,457,4,453,1,8,10,2,1,0,3,9,48,19,1,70,3,6,272
70157,Zemun,107,,1023,586,1023,437,437,4,433,0,2,21,0,0,1,1,19,75,46,0,224,2,1,41
70181,Novi Beograd,107,,1854,830,1854,1024,1024,8,1016,1,1,30,2,0,4,0,11,222,158,0,253,2,1,331
70203,Palilula,107,,1817,969,1830,848,848,14,834,0,1,8,4,0,0,0,23,182,152,1,207,0,1,255
70360,Vaqevo,107,,539,235,539,304,304,3,301,1,1,24,2,1,1,4,11,24,77,2,79,1,2,71
70432,Vrawe,107,,849,622,854,227,227,9,218,2,1,20,3,1,0,0,0,41,15,0,107,3,1,24
70645,Kragujevac-grad,107,,469,325,469,144,144,0,144,0,2,6,0,0,3,0,5,16,9,0,31,0,1,71
70653,Kraqevo,107,,340,208,340,132,132,1,131,1,0,9,0,0,0,1,4,21,12,0,55,0,1,27
70670,Kru{evac,107,,550,347,550,203,203,5,198,0,1,13,1,1,1,3,8,39,35,1,55,0,0,40
70726,Leskovac,107,,404,214,404,190,190,3,187,5,5,15,0,0,10,0,2,28,20,1,68,0,2,31
70858,Ni{,107,,467,274,469,193,193,3,190,2,0,9,2,1,0,1,0,42,21,0,92,0,0,20
80284,Novi Sad-grad,107,,1651,718,1651,933,933,11,922,1,4,13,2,2,3,0,11,120,33,1,345,1,1,385
70157,Zemun,108,,1654,853,1654,801,799,13,786,2,3,16,1,0,1,0,16,181,63,0,354,2,5,142
70181,Novi Beograd,108,,1934,955,1919,979,979,3,976,0,2,52,4,1,2,0,16,197,136,1,230,2,1,332
70203,Palilula,108,,771,443,771,328,326,2,324,2,1,2,2,0,1,1,2,62,37,0,125,0,1,88
70360,Vaqevo,108,,119,66,119,53,53,0,53,0,0,3,1,0,2,0,3,6,20,1,16,0,0,1
70645,Kragujevac-grad,108,,134,70,134,64,64,0,64,0,0,4,0,0,0,0,11,10,10,0,10,0,0,19
70653,Kraqevo,108,,1656,799,1656,857,857,22,835,3,5,45,8,1,7,5,14,95,114,2,349,8,0,179
